候选编号,服务区编号,机型编号,货箱列表,箱数,总质量_kg,总体积_m3,E_batch_kWh,T_batch_s
2425,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,70.0,0.20700000000000002,2.724536208772231,1578.7413550110386
2426,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01')",4,50.0,0.109,2.313524735445424,1380.7413550110386
2427,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-HYG-02')",5,56.0,0.14400000000000002,2.4091087492118612,1446.7413550110386
2428,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-HYG-01')",5,56.0,0.14400000000000002,2.4091087492118612,1446.7413550110386
2429,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",6,62.0,0.17900000000000002,2.5253190915962973,1512.7413550110386
2430,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03')",5,58.0,0.137,2.445273009302263,1446.7413550110386
2431,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",6,64.0,0.17200000000000001,2.5697276175168415,1512.7413550110386
2432,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",6,64.0,0.17200000000000001,2.5697276175168415,1512.7413550110386
2433,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,70.0,0.20700000000000002,2.724536208772231,1578.7413550110386
2434,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02')",5,58.0,0.137,2.445273009302263,1446.7413550110386
2435,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",6,64.0,0.17200000000000001,2.5697276175168415,1512.7413550110386
2436,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",6,64.0,0.17200000000000001,2.5697276175168415,1512.7413550110386
2437,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",7,70.0,0.20700000000000002,2.724536208772231,1578.7413550110386
2438,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",6,66.0,0.165,2.6174757761482605,1512.7413550110386
2439,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",7,72.0,0.2,2.7847803061169083,1578.7413550110386
2440,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",7,72.0,0.2,2.7847803061169083,1578.7413550110386
2441,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,78.0,0.23500000000000001,2.9997943195296233,1644.7413550110386
2442,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08')",4,56.0,0.108,2.4091087492118612,1380.7413550110386
2443,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-02')",5,62.0,0.14300000000000002,2.5253190915962973,1446.7413550110386
2444,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01')",5,62.0,0.14300000000000002,2.5253190915962973,1446.7413550110386
2445,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01', 'S001-HYG-02')",6,68.0,0.17800000000000002,2.668935151502603,1512.7413550110386
2446,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-03')",5,64.0,0.136,2.5697276175168415,1446.7413550110386
2447,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-02')",6,70.0,0.171,2.724536208772231,1512.7413550110386
2448,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01')",6,70.0,0.171,2.724536208772231,1512.7413550110386
2449,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,76.0,0.20600000000000002,2.9216521037055703,1578.7413550110386
2450,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02')",5,64.0,0.136,2.5697276175168415,1446.7413550110386
2451,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-02')",6,70.0,0.171,2.724536208772231,1512.7413550110386
2452,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01')",6,70.0,0.171,2.724536208772231,1512.7413550110386
2453,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",7,76.0,0.20600000000000002,2.9216521037055703,1578.7413550110386
2454,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03')",6,72.0,0.164,2.7847803061169083,1512.7413550110386
2455,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",7,78.0,0.199,2.9997943195296233,1578.7413550110386
2456,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",7,78.0,0.199,2.9997943195296233,1578.7413550110386
2457,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01')",5,64.0,0.136,2.5697276175168415,1446.7413550110386
2458,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-02')",6,70.0,0.171,2.724536208772231,1512.7413550110386
2459,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01')",6,70.0,0.171,2.724536208772231,1512.7413550110386
2460,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",7,76.0,0.20600000000000002,2.9216521037055703,1578.7413550110386
2461,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03')",6,72.0,0.164,2.7847803061169083,1512.7413550110386
2462,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",7,78.0,0.199,2.9997943195296233,1578.7413550110386
2463,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",7,78.0,0.199,2.9997943195296233,1578.7413550110386
2464,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02')",6,72.0,0.164,2.7847803061169083,1512.7413550110386
2465,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",7,78.0,0.199,2.9997943195296233,1578.7413550110386
2466,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",7,78.0,0.199,2.9997943195296233,1578.7413550110386
2467,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",7,80.0,0.192,3.0856647766254075,1578.7413550110386
2468,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07')",4,56.0,0.108,2.4091087492118612,1380.7413550110386
2469,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-HYG-02')",5,62.0,0.14300000000000002,2.5253190915962973,1446.7413550110386
2470,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-HYG-01')",5,62.0,0.14300000000000002,2.5253190915962973,1446.7413550110386
2471,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-HYG-01', 'S001-HYG-02')",6,68.0,0.17800000000000002,2.668935151502603,1512.7413550110386
2472,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-03')",5,64.0,0.136,2.5697276175168415,1446.7413550110386
2473,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-03', 'S001-HYG-02')",6,70.0,0.171,2.724536208772231,1512.7413550110386
2474,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-03', 'S001-HYG-01')",6,70.0,0.171,2.724536208772231,1512.7413550110386
2475,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,76.0,0.20600000000000002,2.9216521037055703,1578.7413550110386
2476,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02')",5,64.0,0.136,2.5697276175168415,1446.7413550110386
2477,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02', 'S001-HYG-02')",6,70.0,0.171,2.724536208772231,1512.7413550110386
2478,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02', 'S001-HYG-01')",6,70.0,0.171,2.724536208772231,1512.7413550110386
2479,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",7,76.0,0.20600000000000002,2.9216521037055703,1578.7413550110386
2480,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03')",6,72.0,0.164,2.7847803061169083,1512.7413550110386
2481,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",7,78.0,0.199,2.9997943195296233,1578.7413550110386
2482,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",7,78.0,0.199,2.9997943195296233,1578.7413550110386
2483,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01')",5,64.0,0.136,2.5697276175168415,1446.7413550110386
2484,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-HYG-02')",6,70.0,0.171,2.724536208772231,1512.7413550110386
2485,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-HYG-01')",6,70.0,0.171,2.724536208772231,1512.7413550110386
2486,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",7,76.0,0.20600000000000002,2.9216521037055703,1578.7413550110386
2487,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03')",6,72.0,0.164,2.7847803061169083,1512.7413550110386
2488,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",7,78.0,0.199,2.9997943195296233,1578.7413550110386
2489,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",7,78.0,0.199,2.9997943195296233,1578.7413550110386
2490,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02')",6,72.0,0.164,2.7847803061169083,1512.7413550110386
2491,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",7,78.0,0.199,2.9997943195296233,1578.7413550110386
2492,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",7,78.0,0.199,2.9997943195296233,1578.7413550110386
2493,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",7,80.0,0.192,3.0856647766254075,1578.7413550110386
2494,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08')",5,70.0,0.135,2.724536208772231,1446.7413550110386
2495,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-02')",6,76.0,0.17,2.9216521037055703,1512.7413550110386
2496,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01')",6,76.0,0.17,2.9216521037055703,1512.7413550110386
2497,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-03')",6,78.0,0.163,2.9997943195296233,1512.7413550110386
2498,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02')",6,78.0,0.163,2.9997943195296233,1512.7413550110386
2499,S001,C,"('S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01')",6,78.0,0.163,2.9997943195296233,1512.7413550110386
2500,S001,C,"('S001-WAT-02', 'S001-WAT-04')",2,28.0,0.054,2.078183292176762,1248.7413550110386
2501,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-HYG-02')",3,34.0,0.089,2.128503264450888,1314.7413550110386
2502,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-HYG-01')",3,34.0,0.089,2.128503264450888,1314.7413550110386
2503,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-HYG-01', 'S001-HYG-02')",4,40.0,0.124,2.1881360129847147,1380.7413550110386
2504,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-03')",3,36.0,0.082,2.147268384043832,1314.7413550110386
2505,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-03', 'S001-HYG-02')",4,42.0,0.117,2.2103808441599107,1380.7413550110386
2506,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-03', 'S001-HYG-01')",4,42.0,0.117,2.2103808441599107,1380.7413550110386
2507,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",5,48.0,0.15200000000000002,2.2854023981920952,1446.7413550110386
2508,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-02')",3,36.0,0.082,2.147268384043832,1314.7413550110386
2509,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-02', 'S001-HYG-02')",4,42.0,0.117,2.2103808441599107,1380.7413550110386
2510,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-02', 'S001-HYG-01')",4,42.0,0.117,2.2103808441599107,1380.7413550110386
2511,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",5,48.0,0.15200000000000002,2.2854023981920952,1446.7413550110386
2512,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-02', 'S001-FOD-03')",4,44.0,0.11,2.2339422174426264,1380.7413550110386
2513,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",5,50.0,0.14500000000000002,2.313524735445424,1446.7413550110386
2514,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",5,50.0,0.14500000000000002,2.313524735445424,1446.7413550110386
2515,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",6,56.0,0.18000000000000002,2.4091087492118612,1512.7413550110386
2516,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-01')",3,36.0,0.082,2.147268384043832,1314.7413550110386
2517,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-01', 'S001-HYG-02')",4,42.0,0.117,2.2103808441599107,1380.7413550110386
2518,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-01', 'S001-HYG-01')",4,42.0,0.117,2.2103808441599107,1380.7413550110386
2519,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",5,48.0,0.15200000000000002,2.2854023981920952,1446.7413550110386
2520,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-01', 'S001-FOD-03')",4,44.0,0.11,2.2339422174426264,1380.7413550110386
2521,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",5,50.0,0.14500000000000002,2.313524735445424,1446.7413550110386
2522,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",5,50.0,0.14500000000000002,2.313524735445424,1446.7413550110386
2523,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",6,56.0,0.18000000000000002,2.4091087492118612,1512.7413550110386
2524,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-01', 'S001-FOD-02')",4,44.0,0.11,2.2339422174426264,1380.7413550110386
2525,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",5,50.0,0.14500000000000002,2.313524735445424,1446.7413550110386
2526,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",5,50.0,0.14500000000000002,2.313524735445424,1446.7413550110386
2527,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",6,56.0,0.18000000000000002,2.4091087492118612,1512.7413550110386
2528,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",5,52.0,0.138,2.3434139160961776,1446.7413550110386
2529,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",6,58.0,0.17300000000000001,2.445273009302263,1512.7413550110386
2530,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",6,58.0,0.17300000000000001,2.445273009302263,1512.7413550110386
2531,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,64.0,0.20800000000000002,2.5697276175168415,1578.7413550110386
2532,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08')",3,42.0,0.081,2.2103808441599107,1314.7413550110386
2533,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-HYG-02')",4,48.0,0.116,2.2854023981920952,1380.7413550110386
2534,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-HYG-01')",4,48.0,0.116,2.2854023981920952,1380.7413550110386
2535,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-HYG-01', 'S001-HYG-02')",5,54.0,0.15100000000000002,2.3752191585594096,1446.7413550110386
2536,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-03')",4,50.0,0.109,2.313524735445424,1380.7413550110386
2537,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-02')",5,56.0,0.14400000000000002,2.4091087492118612,1446.7413550110386
2538,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01')",5,56.0,0.14400000000000002,2.4091087492118612,1446.7413550110386
2539,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",6,62.0,0.17900000000000002,2.5253190915962973,1512.7413550110386
2540,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-02')",4,50.0,0.109,2.313524735445424,1380.7413550110386
2541,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-02')",5,56.0,0.14400000000000002,2.4091087492118612,1446.7413550110386
2542,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01')",5,56.0,0.14400000000000002,2.4091087492118612,1446.7413550110386
2543,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",6,62.0,0.17900000000000002,2.5253190915962973,1512.7413550110386
2544,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03')",5,58.0,0.137,2.445273009302263,1446.7413550110386
2545,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",6,64.0,0.17200000000000001,2.5697276175168415,1512.7413550110386
2546,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",6,64.0,0.17200000000000001,2.5697276175168415,1512.7413550110386
2547,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,70.0,0.20700000000000002,2.724536208772231,1578.7413550110386
2548,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01')",4,50.0,0.109,2.313524735445424,1380.7413550110386
2549,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-02')",5,56.0,0.14400000000000002,2.4091087492118612,1446.7413550110386
2550,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01')",5,56.0,0.14400000000000002,2.4091087492118612,1446.7413550110386
2551,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",6,62.0,0.17900000000000002,2.5253190915962973,1512.7413550110386
2552,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03')",5,58.0,0.137,2.445273009302263,1446.7413550110386
2553,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",6,64.0,0.17200000000000001,2.5697276175168415,1512.7413550110386
2554,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",6,64.0,0.17200000000000001,2.5697276175168415,1512.7413550110386
2555,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,70.0,0.20700000000000002,2.724536208772231,1578.7413550110386
2556,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02')",5,58.0,0.137,2.445273009302263,1446.7413550110386
2557,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",6,64.0,0.17200000000000001,2.5697276175168415,1512.7413550110386
2558,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",6,64.0,0.17200000000000001,2.5697276175168415,1512.7413550110386
2559,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",7,70.0,0.20700000000000002,2.724536208772231,1578.7413550110386
2560,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",6,66.0,0.165,2.6174757761482605,1512.7413550110386
2561,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",7,72.0,0.2,2.7847803061169083,1578.7413550110386
2562,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",7,72.0,0.2,2.7847803061169083,1578.7413550110386
2563,S001,C,"('S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,78.0,0.23500000000000001,2.9997943195296233,1644.7413550110386
