候选编号,服务区编号,机型编号,货箱列表,箱数,总质量_kg,总体积_m3,往返能耗_kWh,累计作业时间_s,质量上限_kg,体积上限_m3,首批箱数,优先级总分
756,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-02,9,78.0,0.224,3.0133840801392706,1712.6555751004735,80.0,0.25,2,122.0
757,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-HYG-01,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
758,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-HYG-01|S001-HYG-02,9,76.0,0.231,2.9348794824245474,1712.6555751004735,80.0,0.25,2,120.0
759,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-HYG-02,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
760,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-01|S001-FOD-03,7,64.0,0.161,2.5813312717293537,1580.6555751004735,80.0,0.25,2,104.0
761,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-01|S001-FOD-03|S001-HYG-01,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
762,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-01|S001-FOD-03|S001-HYG-01|S001-HYG-02,9,76.0,0.231,2.9348794824245474,1712.6555751004735,80.0,0.25,2,120.0
763,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-01|S001-FOD-03|S001-HYG-02,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
764,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-01|S001-HYG-01,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
765,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-01|S001-HYG-01|S001-HYG-02,8,68.0,0.203,2.680994819242537,1646.6555751004735,80.0,0.25,2,110.0
766,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-01|S001-HYG-02,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
767,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-02,6,56.0,0.133,2.419978342213394,1514.6555751004735,80.0,0.25,2,94.0
768,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-02|S001-FOD-03,7,64.0,0.161,2.5813312717293537,1580.6555751004735,80.0,0.25,2,104.0
769,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-02|S001-FOD-03|S001-HYG-01,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
770,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-02|S001-FOD-03|S001-HYG-01|S001-HYG-02,9,76.0,0.231,2.9348794824245474,1712.6555751004735,80.0,0.25,2,120.0
771,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-02|S001-FOD-03|S001-HYG-02,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
772,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-02|S001-HYG-01,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
773,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-02|S001-HYG-01|S001-HYG-02,8,68.0,0.203,2.680994819242537,1646.6555751004735,80.0,0.25,2,110.0
774,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-02|S001-HYG-02,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
775,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-03,6,56.0,0.133,2.419978342213394,1514.6555751004735,80.0,0.25,2,94.0
776,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-03|S001-HYG-01,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
777,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-03|S001-HYG-01|S001-HYG-02,8,68.0,0.203,2.680994819242537,1646.6555751004735,80.0,0.25,2,110.0
778,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-FOD-03|S001-HYG-02,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
779,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-HYG-01,6,54.0,0.14,2.3859347360100447,1514.6555751004735,80.0,0.25,2,92.0
780,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-HYG-01|S001-HYG-02,7,60.0,0.17500000000000002,2.4951386272184637,1580.6555751004735,80.0,0.25,2,100.0
781,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-07|S001-HYG-02,6,54.0,0.14,2.3859347360100447,1514.6555751004735,80.0,0.25,2,92.0
782,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08,5,48.0,0.105,2.2957117349510248,1448.6555751004735,80.0,0.25,2,84.0
783,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-01,6,56.0,0.133,2.419978342213394,1514.6555751004735,80.0,0.25,2,94.0
784,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-01|S001-FOD-02,7,64.0,0.161,2.5813312717293537,1580.6555751004735,80.0,0.25,2,104.0
785,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-FOD-03,8,72.0,0.189,2.797374326694065,1646.6555751004735,80.0,0.25,2,114.0
786,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-01,9,78.0,0.224,3.0133840801392706,1712.6555751004735,80.0,0.25,2,122.0
787,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-02,9,78.0,0.224,3.0133840801392706,1712.6555751004735,80.0,0.25,2,122.0
788,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-HYG-01,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
789,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-HYG-01|S001-HYG-02,9,76.0,0.231,2.9348794824245474,1712.6555751004735,80.0,0.25,2,120.0
790,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-HYG-02,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
791,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-01|S001-FOD-03,7,64.0,0.161,2.5813312717293537,1580.6555751004735,80.0,0.25,2,104.0
792,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-01|S001-FOD-03|S001-HYG-01,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
793,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-01|S001-FOD-03|S001-HYG-01|S001-HYG-02,9,76.0,0.231,2.9348794824245474,1712.6555751004735,80.0,0.25,2,120.0
794,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-01|S001-FOD-03|S001-HYG-02,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
795,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-01|S001-HYG-01,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
796,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-01|S001-HYG-01|S001-HYG-02,8,68.0,0.203,2.680994819242537,1646.6555751004735,80.0,0.25,2,110.0
797,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-01|S001-HYG-02,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
798,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-02,6,56.0,0.133,2.419978342213394,1514.6555751004735,80.0,0.25,2,94.0
799,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-02|S001-FOD-03,7,64.0,0.161,2.5813312717293537,1580.6555751004735,80.0,0.25,2,104.0
800,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-02|S001-FOD-03|S001-HYG-01,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
801,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-02|S001-FOD-03|S001-HYG-01|S001-HYG-02,9,76.0,0.231,2.9348794824245474,1712.6555751004735,80.0,0.25,2,120.0
802,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-02|S001-FOD-03|S001-HYG-02,8,70.0,0.196,2.736852121903949,1646.6555751004735,80.0,0.25,2,112.0
803,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-02|S001-HYG-01,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
804,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-02|S001-HYG-01|S001-HYG-02,8,68.0,0.203,2.680994819242537,1646.6555751004735,80.0,0.25,2,110.0
805,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-02|S001-HYG-02,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
806,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-03,6,56.0,0.133,2.419978342213394,1514.6555751004735,80.0,0.25,2,94.0
807,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-03|S001-HYG-01,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
808,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-03|S001-HYG-01|S001-HYG-02,8,68.0,0.203,2.680994819242537,1646.6555751004735,80.0,0.25,2,110.0
809,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-FOD-03|S001-HYG-02,7,62.0,0.168,2.536719201172764,1580.6555751004735,80.0,0.25,2,102.0
810,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-HYG-01,6,54.0,0.14,2.3859347360100447,1514.6555751004735,80.0,0.25,2,92.0
811,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-HYG-01|S001-HYG-02,7,60.0,0.17500000000000002,2.4951386272184637,1580.6555751004735,80.0,0.25,2,100.0
812,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-WAT-08|S001-HYG-02,6,54.0,0.14,2.3859347360100447,1514.6555751004735,80.0,0.25,2,92.0
813,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-01,5,42.0,0.106,2.2203536044104077,1448.6555751004735,80.0,0.25,2,82.0
814,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-01|S001-FOD-02,6,50.0,0.134,2.3239609322706523,1514.6555751004735,80.0,0.25,2,92.0
815,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-01|S001-FOD-02|S001-FOD-03,7,58.0,0.162,2.4563073282824512,1580.6555751004735,80.0,0.25,2,102.0
816,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-01,8,64.0,0.197,2.5813312717293537,1646.6555751004735,80.0,0.25,2,110.0
817,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-01|S001-HYG-02,9,70.0,0.232,2.736852121903949,1712.6555751004735,80.0,0.25,2,118.0
818,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-02,8,64.0,0.197,2.5813312717293537,1646.6555751004735,80.0,0.25,2,110.0
819,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-01|S001-FOD-02|S001-HYG-01,7,56.0,0.169,2.419978342213394,1580.6555751004735,80.0,0.25,2,100.0
820,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-01|S001-FOD-02|S001-HYG-01|S001-HYG-02,8,62.0,0.20400000000000001,2.536719201172764,1646.6555751004735,80.0,0.25,2,108.0
821,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-01|S001-FOD-02|S001-HYG-02,7,56.0,0.169,2.419978342213394,1580.6555751004735,80.0,0.25,2,100.0
822,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-01|S001-FOD-03,6,50.0,0.134,2.3239609322706523,1514.6555751004735,80.0,0.25,2,92.0
823,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-01|S001-FOD-03|S001-HYG-01,7,56.0,0.169,2.419978342213394,1580.6555751004735,80.0,0.25,2,100.0
824,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-01|S001-FOD-03|S001-HYG-01|S001-HYG-02,8,62.0,0.20400000000000001,2.536719201172764,1646.6555751004735,80.0,0.25,2,108.0
825,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-01|S001-FOD-03|S001-HYG-02,7,56.0,0.169,2.419978342213394,1580.6555751004735,80.0,0.25,2,100.0
826,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-01|S001-HYG-01,6,48.0,0.14100000000000001,2.2957117349510248,1514.6555751004735,80.0,0.25,2,90.0
827,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-01|S001-HYG-01|S001-HYG-02,7,54.0,0.17600000000000002,2.3859347360100447,1580.6555751004735,80.0,0.25,2,98.0
828,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-01|S001-HYG-02,6,48.0,0.14100000000000001,2.2957117349510248,1514.6555751004735,80.0,0.25,2,90.0
829,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-02,5,42.0,0.106,2.2203536044104077,1448.6555751004735,80.0,0.25,2,82.0
830,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-02|S001-FOD-03,6,50.0,0.134,2.3239609322706523,1514.6555751004735,80.0,0.25,2,92.0
831,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-02|S001-FOD-03|S001-HYG-01,7,56.0,0.169,2.419978342213394,1580.6555751004735,80.0,0.25,2,100.0
832,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-02|S001-FOD-03|S001-HYG-01|S001-HYG-02,8,62.0,0.20400000000000001,2.536719201172764,1646.6555751004735,80.0,0.25,2,108.0
833,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-02|S001-FOD-03|S001-HYG-02,7,56.0,0.169,2.419978342213394,1580.6555751004735,80.0,0.25,2,100.0
834,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-02|S001-HYG-01,6,48.0,0.14100000000000001,2.2957117349510248,1514.6555751004735,80.0,0.25,2,90.0
835,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-02|S001-HYG-01|S001-HYG-02,7,54.0,0.17600000000000002,2.3859347360100447,1580.6555751004735,80.0,0.25,2,98.0
836,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-02|S001-HYG-02,6,48.0,0.14100000000000001,2.2957117349510248,1514.6555751004735,80.0,0.25,2,90.0
837,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-03,5,42.0,0.106,2.2203536044104077,1448.6555751004735,80.0,0.25,2,82.0
838,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-03|S001-HYG-01,6,48.0,0.14100000000000001,2.2957117349510248,1514.6555751004735,80.0,0.25,2,90.0
839,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-03|S001-HYG-01|S001-HYG-02,7,54.0,0.17600000000000002,2.3859347360100447,1580.6555751004735,80.0,0.25,2,98.0
840,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-FOD-03|S001-HYG-02,6,48.0,0.14100000000000001,2.2957117349510248,1514.6555751004735,80.0,0.25,2,90.0
841,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-HYG-01,5,40.0,0.113,2.1980095877853616,1448.6555751004735,80.0,0.25,2,80.0
842,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-HYG-01|S001-HYG-02,6,46.0,0.14800000000000002,2.269104442081253,1514.6555751004735,80.0,0.25,2,88.0
843,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-03|S001-HYG-02,5,40.0,0.113,2.1980095877853616,1448.6555751004735,80.0,0.25,2,80.0
844,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04,4,34.0,0.078,2.13811272192632,1382.6555751004735,80.0,0.25,2,72.0
845,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05,5,48.0,0.105,2.2957117349510248,1448.6555751004735,80.0,0.25,2,84.0
846,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06,6,62.0,0.132,2.536719201172764,1514.6555751004735,80.0,0.25,2,96.0
847,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-WAT-07,7,76.0,0.159,2.9348794824245474,1580.6555751004735,80.0,0.25,2,108.0
848,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-WAT-08,7,76.0,0.159,2.9348794824245474,1580.6555751004735,80.0,0.25,2,108.0
849,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-FOD-01,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
850,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-FOD-01|S001-FOD-02,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
851,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-FOD-01|S001-FOD-03,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
852,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-FOD-01|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
853,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-FOD-01|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
854,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-FOD-02,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
855,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-FOD-02|S001-FOD-03,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
856,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-FOD-02|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
857,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-FOD-02|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
858,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-FOD-03,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
859,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-FOD-03|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
860,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-FOD-03|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
861,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-HYG-01,7,68.0,0.167,2.680994819242537,1580.6555751004735,80.0,0.25,2,104.0
862,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-HYG-01|S001-HYG-02,8,74.0,0.202,2.863151541242593,1646.6555751004735,80.0,0.25,2,112.0
863,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-06|S001-HYG-02,7,68.0,0.167,2.680994819242537,1580.6555751004735,80.0,0.25,2,104.0
864,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-07,6,62.0,0.132,2.536719201172764,1514.6555751004735,80.0,0.25,2,96.0
865,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-07|S001-WAT-08,7,76.0,0.159,2.9348794824245474,1580.6555751004735,80.0,0.25,2,108.0
866,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-07|S001-FOD-01,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
867,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-FOD-02,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
868,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-FOD-03,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
869,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
870,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
871,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-07|S001-FOD-02,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
872,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-07|S001-FOD-02|S001-FOD-03,8,78.0,0.188,3.0133840801392706,1646.6555751004735,80.0,0.25,2,116.0
873,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-07|S001-FOD-02|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
874,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-07|S001-FOD-02|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
875,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-07|S001-FOD-03,7,70.0,0.16,2.736852121903949,1580.6555751004735,80.0,0.25,2,106.0
876,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-07|S001-FOD-03|S001-HYG-01,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
877,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-07|S001-FOD-03|S001-HYG-02,8,76.0,0.195,2.9348794824245474,1646.6555751004735,80.0,0.25,2,114.0
878,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-07|S001-HYG-01,7,68.0,0.167,2.680994819242537,1580.6555751004735,80.0,0.25,2,104.0
879,S001,C,S001-MED-01|S001-WAT-01|S001-MED-02|S001-WAT-04|S001-WAT-05|S001-WAT-07|S001-HYG-01|S001-HYG-02,8,74.0,0.202,2.863151541242593,1646.6555751004735,80.0,0.25,2,112.0
